Goods code;Add code;Order No.;Origin;Measure type;Excluded country code;Origin code;Meas. type code;Excluded country
2934999019;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999019;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999020;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999020;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999021;;;ERGA OMNES;Anti-dumping/countervailing statistic;China;1011;566;CN
2934999022;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999022;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999024;;092548;ERGA OMNES;Non preferential tariff quota;Belarus;1011;122;BY
2934999024;;092548;ERGA OMNES;Non preferential tariff quota;Russian Federation;1011;122;RU
2934999025;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999025;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999026;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999026;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999027;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999027;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999028;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999028;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999030;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999030;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999031;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999031;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999035;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999035;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999037;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999037;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999038;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999038;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999039;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999039;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999040;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999040;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999041;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999041;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999045;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999045;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999048;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999048;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999049;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999049;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999050;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999050;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999051;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999051;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999055;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999055;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999056;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999056;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999058;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999058;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999059;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999059;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999060;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999060;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999061;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999061;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999063;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999063;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999064;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999064;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999065;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999065;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999066;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999066;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999067;;092593;ERGA OMNES;Non preferential tariff quota;Russian Federation;1011;122;RU
2934999067;;092593;ERGA OMNES;Non preferential tariff quota;Belarus;1011;122;BY
2934999069;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999069;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999070;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999070;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999071;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999071;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999072;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999072;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999074;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999074;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999075;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999075;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999077;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999077;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999081;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999081;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999082;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999082;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999083;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999083;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999085;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999085;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999086;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999086;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999087;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999087;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999088;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999088;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935100000;;;GSP - General arrangements;Tariff preference;India;2020;142;IN
2935200000;;;GSP - General arrangements;Tariff preference;India;2020;142;IN
2935300000;;;GSP - General arrangements;Tariff preference;India;2020;142;IN
2935400000;;;GSP - General arrangements;Tariff preference;India;2020;142;IN
2935500000;;;GSP - General arrangements;Tariff preference;India;2020;142;IN
2935909000;;;GSP - General arrangements;Tariff preference;India;2020;142;IN
2935909010;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909010;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909016;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909016;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909018;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909018;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909019;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909019;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909020;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909020;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909021;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909021;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909022;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909022;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909023;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909023;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909024;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909024;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909026;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909026;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909027;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909027;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909029;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909029;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909030;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909030;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909031;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909031;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909032;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909032;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909033;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909033;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909037;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909037;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909040;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909040;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909041;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909041;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909042;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909042;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909044;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909044;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909045;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909045;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909048;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909048;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909050;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909050;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909053;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909053;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909054;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909054;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909055;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909055;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909056;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909056;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909057;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909057;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909059;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909059;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909063;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909063;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909065;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909065;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909070;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909070;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909079;;092675;ERGA OMNES;Non preferential tariff quota;Russian Federation;1011;122;RU
2935909079;;092675;ERGA OMNES;Non preferential tariff quota;Belarus;1011;122;BY
2935909080;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909080;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909088;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2935909088;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909089;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2935909089;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2936000000;;;All third countries;Veterinary control;Greenland;1008;410;GL
2936000000;;;All third countries;Veterinary control;Iceland;1008;410;IS
2936000000;;;All third countries;Veterinary control;Andorra;1008;410;AD
2936000000;;;All third countries;Veterinary control;Switzerland;1008;410;CH
2936000000;;;All third countries;Veterinary control;Liechtenstein;1008;410;LI
2936000000;;;All third countries;Veterinary control;Faroe Islands;1008;410;FO
2936000000;;;All third countries;Veterinary control;San Marino;1008;410;SM
2936000000;;;All third countries;Veterinary control;Norway;1008;410;NO
2938000000;;;GSP - General arrangements;Tariff preference;India;2020;142;IN
2938903010;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2938903010;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2938909010;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2938909010;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2938909020;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2938909020;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2938909030;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2938909030;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2939490000;;;All third countries;Goods for torture and repression, export restriction;Melilla;1008;708;XL
2939490000;;;All third countries;Goods for torture and repression, export restriction;Ceuta;1008;708;XC
2939790000;;;All third countries;Goods for torture and repression, export restriction;Melilla;1008;708;XL
2939790000;;;All third countries;Goods for torture and repression, export restriction;Ceuta;1008;708;XC
2940000010;;;GSP - General arrangements;Tariff preference;India;2020;142;IN
2940000020;;092945;ERGA OMNES;Non preferential tariff quota;Belarus;1011;122;BY
2940000020;;092945;ERGA OMNES;Non preferential tariff quota;Russian Federation;1011;122;RU
2940000020;;;GSP - General arrangements;Tariff preference;India;2020;142;IN
2940000030;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2940000030;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2940000060;;;GSP - General arrangements;Tariff preference;India;2020;142;IN
2940000060;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2940000060;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2940000070;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2940000070;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2940000070;;;GSP - General arrangements;Tariff preference;India;2020;142;IN
2940000080;;;GSP - General arrangements;Tariff preference;India;2020;142;IN
2941203000;;;GSP - General arrangements;Tariff preference;India;2020;142;IN
2941203010;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2941203010;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2942000000;;;GSP - General arrangements;Tariff preference;India;2020;142;IN
2942000000;;;All third countries;Veterinary control;Switzerland;1008;410;CH
2942000000;;;All third countries;Veterinary control;San Marino;1008;410;SM
2942000000;;;All third countries;Veterinary control;Faroe Islands;1008;410;FO
2942000000;;;All third countries;Veterinary control;Liechtenstein;1008;410;LI
2942000000;;;All third countries;Veterinary control;Greenland;1008;410;GL
2942000000;;;All third countries;Veterinary control;Andorra;1008;410;AD
2942000000;;;All third countries;Veterinary control;Norway;1008;410;NO
2942000000;;;All third countries;Veterinary control;Iceland;1008;410;IS
2942000010;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2942000010;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2942000020;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2942000020;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
3001209000;;;All third countries;Veterinary control;San Marino;1008;410;SM
